Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
6373,3717138120,wallsy44,24,229.25,C Jakob Poeltl F Al Horford G Jaden Springer PF James Johnson PG Trae Young SF Sam Hauser SG OG Anunoby UTIL Anthony Davis,,,
6373,3717147674,whood1980 (10/10),24,229.25,C Goga Bitadze F Bobby Portis G Cameron Payne PF Obi Toppin PG Immanuel Quickley SF Quentin Grimes SG Shake Milton UTIL Alperen Sengun,,,
6373,3717159787,Skrod (2/3),24,229.25,C Alperen Sengun F Bennedict Mathurin G Jaden Hardy PF Pascal Siakam PG Cameron Payne SF Brandon Ingram SG Shake Milton UTIL Andre Drummond,,,
6373,3717268214,JavSash (2/2),24,229.25,C Alperen Sengun F Brandon Ingram G Jaden Hardy PF Bobby Portis PG Theo Maledon SF Caleb Martin SG Shake Milton UTIL Cameron Payne,,,
6373,3716408692,garnes222 (104/150),17.02,229.25,C Isaiah Jackson F Draymond Green G Jaden Hardy PF Pascal Siakam PG Ja Morant SF Buddy Hield SG Shake Milton UTIL Cody Zeller,,,
6373,3716659098,basketball55 (1/2),17.02,229.25,C Isaiah Jackson F Pascal Siakam G Johnny Davis PF Draymond Green PG Shake Milton SF Bennedict Mathurin SG Jaden Hardy UTIL CJ McCollum,,,
6373,3717006786,hixx (137/150),17.02,229.25,C Isaiah Jackson F Brandon Ingram G Jaden Hardy PF Pascal Siakam PG Jalen Green SF Bennedict Mathurin SG Jaden Springer UTIL Terence Davis,,,
6373,3716554834,JHabelitz23 (5/5),0,229.25,C James Wiseman F Jae Crowder G James Bouknight PF Aaron Nesmith PG Jaden Ivey SF Bryce McGowens SG Mikal Bridges UTIL Alperen Sengun,,,
6373,3717191397,SlowLove101 (3/5),0,229.25,C Jakob Poeltl F Trey Murphy III G Jalen Suggs PF Jabari Smith Jr. PG Cole Anthony SF Bennedict Mathurin SG Andrew Nembhard UTIL Nic Claxton,,,
6373,3717214216,swalcorn,0,229.25,C Jay Huff F Quentin Grimes G Theo Maledon PF Jae Crowder PG Immanuel Quickley SF Svi Mykhailiuk SG Jaden Hardy UTIL Isaiah Hartenstein,,,
6408,3716811622,papagates (129/150),75.06,229,C Paul Reed F Terence Davis G Stephen Curry PF Draymond Green PG Trae Young SF Marjon Beauchamp SG Jaden Hardy UTIL Cameron Payne,,,
6408,3716483167,Nickelback4Lyfe (76/150),58.04,229,C Meyers Leonard F Draymond Green G Davion Mitchell PF Pascal Siakam PG Lindell Wigginton SF Brandon Ingram SG Jaden Springer UTIL D'Angelo Russell,,,
6408,3716570681,bpcologna (48/150),58.04,229,C Goga Bitadze F Terence Davis G Stephen Curry PF Duncan Robinson PG Lindell Wigginton SF Brandon Ingram SG Jaden Hardy UTIL Anthony Davis,,,
6408,3716581359,Hobohobos (34/54),48,229,C Mark Williams F LeBron James G Theo Maledon PF Pascal Siakam PG Victor Oladipo SF Terrence Ross SG Andrew Nembhard UTIL Furkan Korkmaz,,,
6408,3717079021,magneto999 (137/150),48,229,C Anthony Davis F Brandon Ingram G Jaden Hardy PF Caleb Martin PG Cameron Payne SF Tari Eason SG Victor Oladipo UTIL Shake Milton,,,
6408,3717130077,Nitram99 (46/150),48,229,C Isaiah Jackson F LeBron James G Jaden Hardy PF Jaren Jackson Jr. PG Immanuel Quickley SF Caleb Martin SG Victor Oladipo UTIL Cameron Payne,,,
6408,3717130173,Nitram99 (142/150),48,229,C Meyers Leonard F Brandon Ingram G Jaden Hardy PF Patrick Williams PG Cameron Payne SF Marjon Beauchamp SG Mikal Bridges UTIL Anthony Davis,,,
6408,3717219588,Touch,48,229,C Goga Bitadze F Josh Okogie G CJ McCollum PF Obi Toppin PG Ja Morant SF Brandon Ingram SG Jaden Springer UTIL Cameron Payne,,,
6408,3716980640,cohenstein,41.02,229,C Alperen Sengun F Derrick Jones Jr. G Cameron Payne PF Jayson Tatum PG Luka Doncic SF Terence Davis SG Shake Milton UTIL Ayo Dosunmu,,,
6408,3717102806,BDholla89 (75/150),41.02,229,C Mark Williams F Brandon Ingram G Terence Davis PF Caleb Martin PG Theo Maledon SF Buddy Hield SG Theo Pinson UTIL Anthony Davis,,,
6408,3717174850,Purepwnage (4/7),41.02,229,C Paul Reed F Terence Davis G Coby White PF Obi Toppin PG Shake Milton SF Brandon Ingram SG Jaden Hardy UTIL Anthony Davis,,,
6408,3716570674,bpcologna (41/150),34.04,229,C Alperen Sengun F Terence Davis G Jaden Hardy PF Draymond Green PG Kevin Porter Jr. SF Brandon Ingram SG Jaden Springer UTIL Paul Reed,,,
6408,3716581341,Hobohobos (16/54),24,229,C Isaiah Jackson F Bobby Portis G Jevon Carter PF Bol Bol PG Trae Young SF Jayson Tatum SG Victor Oladipo UTIL Cameron Payne,,,
6408,3716921695,mhodas (1/5),24,229,C Goga Bitadze F Bobby Portis G Derrick White PF Pascal Siakam PG Immanuel Quickley SF Josh Okogie SG Shake Milton UTIL Paul Reed,,,
6408,3716948713,fmeng23 (10/32),24,229,C Goga Bitadze F Brandon Ingram G Cameron Payne PF Jayson Tatum PG Immanuel Quickley SF Max Strus SG Coby White UTIL Andre Drummond,,,
6408,3717124821,mj8943,24,229,C Goga Bitadze F Derrick Jones Jr. G Cameron Payne PF Pascal Siakam PG Luka Doncic SF Max Strus SG Shake Milton UTIL Immanuel Quickley,,,
6408,3717196053,Clockcleaners,24,229,C Goga Bitadze F Jaren Jackson Jr. G Cameron Payne PF Bobby Portis PG Immanuel Quickley SF Quentin Grimes SG Shake Milton UTIL Jaden Hardy,,,
6408,3717042338,cinimod93 (5/5),17.02,229,C Paul Reed F Svi Mykhailiuk G Stephen Curry PF Bobby Portis PG Shake Milton SF Buddy Hield SG Johnny Davis UTIL Cody Zeller,,,
6408,3717048466,brentnal89,17.02,229,C Paul Reed F Donte DiVincenzo G Jaden Hardy PF Bobby Portis PG Jaden Ivey SF Svi Mykhailiuk SG Johnny Davis UTIL Theo Maledon,,,
6408,3717115771,Ruji7744,17.02,229,C Daniel Gafford F Al Horford G Cole Anthony PF John Collins PG Stephen Curry SF Quentin Grimes SG Johnny Davis UTIL Josh Christopher,,,
6408,3717071471,chasedeushane (44/75),0,229,C Andre Drummond F Jaren Jackson Jr. G Trey Murphy III PF Bol Bol PG Luka Doncic SF Svi Mykhailiuk SG Jaden Hardy UTIL Goga Bitadze,,,
6408,3717153967,djandre3,0,229,C Alperen Sengun F Bryce McGowens G Kendrick Nunn PF Obi Toppin PG Immanuel Quickley SF Franz Wagner SG Cole Anthony UTIL Al Horford,,,
6408,3717191982,Tuomi1 (4/10),0,229,C Cody Zeller F Danuel House Jr. G Ja Morant PF Pascal Siakam PG Spencer Dinwiddie SF Caleb Martin SG Shake Milton UTIL Jaden Hardy,,,
6408,3717206151,krcooley (1/2),0,229,C Pascal Siakam F Svi Mykhailiuk G Corey Kispert PF Jordan Nwora PG Derrick White SF OG Anunoby SG Shake Milton UTIL Anthony Gill,,,
6408,3717244952,moklovin (147/150),0,229,C Isaiah Jackson F Jayson Tatum G Jaden Hardy PF Scottie Barnes PG Theo Maledon SF Jordan Nwora SG Jaden Springer UTIL Mark Williams,,,
6408,3717266451,tightenitup,0,229,C Cody Zeller F KJ Martin G Jaden Hardy PF Herbert Jones PG Immanuel Quickley SF Trey Murphy III SG Quentin Grimes UTIL Delon Wright,,,
6434,3717121088,tomjk321 (42/150),82.04,228.75,C Anthony Davis F Marjon Beauchamp G Stephen Curry PF Draymond Green PG Shake Milton SF Buddy Hield SG Jaden Hardy UTIL Cameron Payne,,,
6434,3717078983,magneto999 (99/150),65.020004,228.75,C Anthony Davis F Draymond Green G Trae Young PF JT Thor PG Victor Oladipo SF Max Strus SG Jaden Hardy UTIL Cameron Payne,,,
6434,3716917385,ahmaad73,48,228.75,C Isaiah Hartenstein F Brandon Ingram G Cameron Payne PF Jae Crowder PG Theo Maledon SF LeBron James SG Shake Milton UTIL Paul Reed,,,
6434,3717003386,beatable1,48,228.75,C Paul Reed F Brandon Ingram G Jaden Hardy PF Jabari Smith Jr. PG Cameron Payne SF LeBron James SG Shake Milton UTIL Coby White,,,
6434,3717179068,kingofrr (1/2),41.02,228.75,C Goga Bitadze F Jae Crowder G Stephen Curry PF Jaren Jackson Jr. PG Shake Milton SF LeBron James SG Jaden Hardy UTIL Andre Drummond,,,
6434,3717244830,moklovin (25/150),41.02,228.75,C Cody Zeller F Draymond Green G Jaden Hardy PF Pascal Siakam PG Theo Maledon SF Max Strus SG Jaden Ivey UTIL Cameron Payne,,,
6434,3716666971,ChipotleAddict (24/150),34.04,228.75,C Cody Zeller F Terence Davis G Jaden Hardy PF Jayson Tatum PG Theo Maledon SF Max Strus SG Shake Milton UTIL Stephen Curry,,,
6434,3716755635,wjgarrett,34.04,228.75,C Jay Huff F Herbert Jones G Bogdan Bogdanovic PF Draymond Green PG Stephen Curry SF Trey Murphy III SG Luke Kennard UTIL KJ Martin,,,
6434,3716915635,beez610,34.04,228.75,C Clint Capela F Justin Holiday G Klay Thompson PF Draymond Green PG Trae Young SF Caleb Martin SG Jaden Hardy UTIL Nikola Vucevic,,,
6434,3717090503,jbasi73 (83/150),34.04,228.75,C Andre Drummond F Patrick Williams G PJ Dozier PF Jayson Tatum PG Theo Maledon SF Brandon Ingram SG Jaden Ivey UTIL Terence Davis,,,
6434,3717102738,BDholla89 (7/150),34.04,228.75,C Mark Williams F Jae Crowder G Ja Morant PF Pascal Siakam PG Lindell Wigginton SF Caleb Martin SG Terence Davis UTIL Klay Thompson,,,
6434,3716857672,ThatStunna (40/80),24,228.75,C Cody Zeller F Javonte Green G Trae Young PF Jaren Jackson Jr. PG Spencer Dinwiddie SF LeBron James SG Jaden Springer UTIL Andre Drummond,,,
6434,3717048877,slygolfpro (9/16),24,228.75,C Nic Claxton F Rui Hachimura G Immanuel Quickley PF Obi Toppin PG Shake Milton SF Marjon Beauchamp SG Jaden Hardy UTIL Ja Morant,,,
6434,3717132673,robcolerose (2/2),24,228.75,C Alperen Sengun F Bennedict Mathurin G Johnny Davis PF Bobby Portis PG Cameron Payne SF Tari Eason SG Shake Milton UTIL Mikal Bridges,,,
6434,3717159926,Skrod (3/3),24,228.75,C Alperen Sengun F Bobby Portis G Cameron Payne PF Pascal Siakam PG Trae Young SF Caleb Martin SG Shake Milton UTIL Andre Drummond,,,
6434,3717233689,gmoneyez (5/6),24,228.75,C Goga Bitadze F Quentin Grimes G Cameron Payne PF Jayson Tatum PG Gabe Vincent SF Brandon Ingram SG Jaden Hardy UTIL Patrick Williams,,,
6434,3716779519,juuma615,17.02,228.75,C Dwight Powell F Gary Trent Jr. G Corey Kispert PF Pascal Siakam PG Stephen Curry SF Franz Wagner SG Jaden Ivey UTIL Goga Bitadze,,,
6434,3716930685,bcalicore (8/20),17.02,228.75,C Alperen Sengun F Pascal Siakam G CJ McCollum PF Haywood Highsmith PG Dejounte Murray SF Max Strus SG Jaden Hardy UTIL Terence Davis,,,
6434,3716974440,fmeng23 (15/32),17.02,228.75,C Goga Bitadze F Terence Davis G Trae Young PF Marvin Bagley III PG Luka Doncic SF Quentin Grimes SG Shake Milton UTIL Andre Drummond,,,
6434,3717085461,ramseydellinger (18/35),17.02,228.75,C Andre Drummond F Pascal Siakam G Jaden Hardy PF Caleb Martin PG Trae Young SF Max Strus SG Shake Milton UTIL Stephen Curry,,,
6434,3717098533,shakaRoques (2/3),17.02,228.75,C Alperen Sengun F Donte DiVincenzo G Quentin Grimes PF Bobby Portis PG Shake Milton SF Svi Mykhailiuk SG Johnny Davis UTIL R.J. Hampton,,,
6434,3716845923,johncy2000 (7/8),0,228.75,C Goga Bitadze F Patrick Williams G Immanuel Quickley PF Jayson Tatum PG Jalen Suggs SF Brandon Ingram SG Jaden Hardy UTIL Bol Bol,,,
6434,3716974319,cusematt23 (59/60),0,228.75,C Alperen Sengun F Bobby Portis G Cole Anthony PF Duncan Robinson PG Theo Maledon SF Brandon Ingram SG Jaden Springer UTIL Jaden Hardy,,,
6434,3717083418,chasedeushane (60/75),0,228.75,C Andre Drummond F Bol Bol G Theo Maledon PF Bobby Portis PG Kevin Porter Jr. SF Svi Mykhailiuk SG Cole Anthony UTIL Alperen Sengun,,,
6434,3717123355,esco2311,0,228.75,C Isaiah Jackson F Bobby Portis G Jevon Carter PF Bol Bol PG Jaden Ivey SF Bennedict Mathurin SG Andrew Nembhard UTIL Alperen Sengun,,,
6434,3717158006,Just4me (6/6),0,228.75,C Cody Zeller F Bol Bol G Andrew Nembhard PF Pascal Siakam PG Gabe Vincent SF Quentin Grimes SG Shake Milton UTIL Brandon Ingram,,,
6434,3717204180,papajohn787,0,228.75,C Bobby Portis F Buddy Hield G CJ McCollum PF Jalen McDaniels PG Shake Milton SF Caleb Martin SG Gabe Vincent UTIL Luka Doncic,,,
6461,3716447851,westonselman (134/150),65.020004,228.5,C Goga Bitadze F LeBron James G Stephen Curry PF Haywood Highsmith PG Ja Morant SF Max Strus SG Shake Milton UTIL Cameron Payne,,,
6461,3716570652,bpcologna (19/150),65.020004,228.5,C Paul Reed F LeBron James G CJ McCollum PF Jabari Smith Jr. PG Shake Milton SF Terence Davis SG Jaden Ivey UTIL Cameron Payne,,,
6461,3716570677,bpcologna (44/150),65.020004,228.5,C Mark Williams F LeBron James G Jaden Hardy PF Draymond Green PG Lindell Wigginton SF Patrick Williams SG Jaden Springer UTIL Anthony Davis,,,
6461,3716935045,mattcooper14,58.04,228.5,C Isaiah Jackson F LeBron James G Jordan Poole PF Jaren Jackson Jr. PG Shake Milton SF Marjon Beauchamp SG Klay Thompson UTIL Paul Reed,,,
6461,3717156170,Heibs22 (140/150),58.04,228.5,C Goga Bitadze F Terence Davis G Stephen Curry PF Jabari Smith Jr. PG Kevin Porter Jr. SF Jayson Tatum SG Shake Milton UTIL Ish Wainright,,,
6461,3717090426,jbasi73 (6/150),51.06,228.5,C Andre Drummond F PJ Dozier G Jaden Ivey PF Jonathan Kuminga PG Kevin Porter Jr. SF Brandon Ingram SG Terence Davis UTIL Trae Young,,,
6461,3717130119,Nitram99 (88/150),48,228.5,C Anthony Davis F RJ Barrett G Jaden Hardy PF Pascal Siakam PG Shake Milton SF Max Strus SG Gabe Vincent UTIL Cameron Payne,,,
6461,3716666988,ChipotleAddict (41/150),41.02,228.5,C Mark Williams F Pascal Siakam G Jaden Hardy PF Caleb Martin PG Theo Maledon SF Terence Davis SG Victor Oladipo UTIL Anthony Davis,,,
6461,3716811540,papagates (47/150),41.02,228.5,C Cody Zeller F Patrick Williams G Cameron Payne PF Jordan Nwora PG Stephen Curry SF Brandon Ingram SG Jaden Hardy UTIL Paul Reed,,,
6461,3717027538,courtroomred (2/6),41.02,228.5,C Cody Zeller F Bobby Portis G Theo Maledon PF Draymond Green PG Cameron Payne SF Trey Murphy III SG Shake Milton UTIL Mikal Bridges,,,
6461,3717242513,T_revor (25/50),41.02,228.5,C Mark Williams F Draymond Green G Jaden Hardy PF Pascal Siakam PG Immanuel Quickley SF Jordan Nwora SG Victor Oladipo UTIL Cameron Payne,,,
6461,3717242524,T_revor (36/50),41.02,228.5,C Mark Williams F Draymond Green G Ja Morant PF Pascal Siakam PG Shake Milton SF Marjon Beauchamp SG Jaden Hardy UTIL Cameron Payne,,,
6461,3717247127,jakeanderson44 (2/20),41.02,228.5,C Isaiah Jackson F Brandon Ingram G Davion Mitchell PF Bobby Portis PG Shake Milton SF Jayson Tatum SG Victor Oladipo UTIL Cameron Payne,,,
6461,3717090566,jbasi73 (146/150),34.04,228.5,C Jonas Valanciunas F Terence Davis G Ja Morant PF Cameron Johnson PG Kevin Porter Jr. SF Justin Holiday SG Victor Oladipo UTIL Jordan Poole,,,
6461,3716692801,WorthyLes2128 (1/6),24,228.5,C Paul Reed F Jalen McDaniels G Cameron Payne PF Bobby Portis PG Immanuel Quickley SF Quentin Grimes SG Jalen Green UTIL Robert Williams,,,
6461,3716718682,RSMdk01,24,228.5,C Isaiah Jackson F Quentin Grimes G Immanuel Quickley PF Bobby Portis PG Theo Maledon SF Bryce McGowens SG Shake Milton UTIL Cameron Payne,,,
6461,3716821366,MizarkShizark,24,228.5,C Isaiah Jackson F LeBron James G Theo Maledon PF Jalen McDaniels PG Luka Doncic SF Max Strus SG Shake Milton UTIL Andre Drummond,,,
6461,3716896045,MPascavis (40/150),24,228.5,C Jock Landale F Brandon Ingram G Jalen Green PF Obi Toppin PG Gabe Vincent SF Max Strus SG Victor Oladipo UTIL Ja Morant,,,
6461,3717036077,nativerams,24,228.5,C Clint Capela F Caleb Martin G Trae Young PF Bobby Portis PG Victor Oladipo SF LeBron James SG Shake Milton UTIL Cody Zeller,,,
6461,3717062591,slygolfpro (10/16),24,228.5,C Alperen Sengun F Quentin Grimes G Tyus Jones PF Haywood Highsmith PG Austin Reaves SF Saddiq Bey SG Jaden Hardy UTIL Trey Murphy III,,,
6461,3717006734,hixx (85/150),17.02,228.5,C Nikola Vucevic F Brandon Ingram G Jaden Hardy PF Jabari Smith Jr. PG Theo Maledon SF Tari Eason SG Gabe Vincent UTIL Terence Davis,,,
6461,3717258393,Darunners (2/2),17.02,228.5,C Jay Huff F Duncan Robinson G Immanuel Quickley PF Bobby Portis PG Stephen Curry SF Jalen McDaniels SG Shake Milton UTIL Cody Zeller,,,
6461,3716577450,STLswish,0,228.5,C Isaiah Jackson F Bobby Portis G CJ McCollum PF Jayson Tatum PG Shake Milton SF Jalen McDaniels SG Jaden Hardy UTIL Obi Toppin,,,
6461,3716670848,JBCJBCJBC (98/150),0,228.5,C Meyers Leonard F Brandon Ingram G Ja Morant PF Jabari Smith Jr. PG Lindell Wigginton SF Max Strus SG Gabe Vincent UTIL Jonas Valanciunas,,,
6461,3716785579,LorenzoStax (40/50),0,228.5,C Alperen Sengun F Pascal Siakam G Jaden Hardy PF Caleb Martin PG Theo Maledon SF Brandon Ingram SG Jaden Springer UTIL Andre Drummond,,,
6486,3716447764,westonselman (47/150),72,228.25,C Anthony Davis F LeBron James G Jaden Hardy PF Oshae Brissett PG Trae Young SF Marjon Beauchamp SG Victor Oladipo UTIL Cameron Payne,,,
6486,3717108150,rdrfan22,72,228.25,C Goga Bitadze F Marjon Beauchamp G Cameron Payne PF Caleb Martin PG Jalen Green SF LeBron James SG Austin Reaves UTIL Jaren Jackson Jr.,,,
6486,3717221537,caesar80,65.020004,228.25,C Alperen Sengun F Terrence Ross G Jaden Ivey PF Bobby Portis PG Cameron Payne SF Donte DiVincenzo SG Johnny Davis UTIL Kevin Porter Jr.,,,
6486,3716786615,sickums (5/5),58.04,228.25,C Richaun Holmes F Marjon Beauchamp G Coby White PF Kessler Edwards PG Luka Doncic SF Brandon Ingram SG Jalen Green UTIL Cameron Payne,,,
6486,3716967351,millskc (30/75),58.04,228.25,C Goga Bitadze F LeBron James G Terence Davis PF Bobby Portis PG Victor Oladipo SF Svi Mykhailiuk SG Shake Milton UTIL Stephen Curry,,,
6486,3717047984,l800Eddie (39/150),58.04,228.25,C Paul Reed F Marjon Beauchamp G Terence Davis PF Jalen McDaniels PG Stephen Curry SF Jordan Nwora SG Jaden Hardy UTIL Anthony Davis,,,
6486,3717158096,jrost,58.04,228.25,C Alperen Sengun F Terence Davis G Stephen Curry PF Bobby Portis PG Cameron Payne SF Tari Eason SG Shake Milton UTIL Derrick White,,,
6486,3717228865,sonofablitz (2/3),58.04,228.25,C Isaiah Jackson F Terence Davis G Immanuel Quickley PF Jayson Tatum PG Cameron Payne SF Brandon Ingram SG Shake Milton UTIL Alex Len,,,
6486,3717090449,jbasi73 (29/150),51.06,228.25,C Alperen Sengun F PJ Dozier G Jordan Poole PF Bol Bol PG Theo Maledon SF Brandon Ingram SG Jaden Ivey UTIL Terence Davis,,,
6486,3717130157,Nitram99 (126/150),48,228.25,C Goga Bitadze F LeBron James G Jaden Hardy PF Jaren Jackson Jr. PG Gabe Vincent SF Brandon Ingram SG Jaden Springer UTIL Cameron Payne,,,
6486,3717242521,T_revor (33/50),48,228.25,C Mark Williams F LeBron James G Ja Morant PF Patrick Williams PG Victor Oladipo SF Jordan Nwora SG Jaden Hardy UTIL Cameron Payne,,,
6486,3716570750,bpcologna (117/150),41.02,228.25,C Goga Bitadze F LeBron James G Shake Milton PF Pascal Siakam PG Kevin Porter Jr. SF Terence Davis SG Andrew Nembhard UTIL Jaden Hardy,,,
6486,3717212827,TheoTruthDFS,41.02,228.25,C Isaiah Jackson F Torrey Craig G Stephen Curry PF Jabari Smith Jr. PG Theo Maledon SF Max Strus SG Immanuel Quickley UTIL Meyers Leonard,,,
6486,3717090553,jbasi73 (133/150),34.04,228.25,C Mark Williams F Terence Davis G Jaden Ivey PF Jabari Smith Jr. PG Jordan Poole SF Josh Hart SG Victor Oladipo UTIL Mikal Bridges,,,
6486,3716443537,dacoltz (6/150),24,228.25,C Paul Reed F LeBron James G Shake Milton PF Duncan Robinson PG Theo Maledon SF Brandon Ingram SG Cole Anthony UTIL Jaden Hardy,,,
6486,3716670867,JBCJBCJBC (117/150),24,228.25,C Cody Zeller F LeBron James G Spencer Dinwiddie PF Herbert Jones PG Theo Maledon SF Franz Wagner SG Theo Pinson UTIL Mark Williams,,,
6486,3716881751,LebaneseBrownMamba,24,228.25,C Isaiah Jackson F LeBron James G Lindell Wigginton PF Jaren Jackson Jr. PG Ja Morant SF Max Strus SG Jaden Hardy UTIL Meyers Leonard,,,
6486,3716891918,johnderrickjester (5/9),24,228.25,C Pascal Siakam F Torrey Craig G CJ McCollum PF Bobby Portis PG Jalen Suggs SF Jae Crowder SG Shake Milton UTIL Jaden Ivey,,,
6486,3717048006,l800Eddie (61/150),24,228.25,C Paul Reed F LeBron James G Shake Milton PF Duncan Robinson PG Theo Maledon SF Brandon Ingram SG Cole Anthony UTIL Jaden Hardy,,,
6486,3717065659,davidtownsley (1/2),24,228.25,C Pascal Siakam F LeBron James G Furkan Korkmaz PF Georges Niang PG Coby White SF Brandon Ingram SG Shake Milton UTIL Dwight Powell,,,
6486,3717130124,Nitram99 (93/150),24,228.25,C Isaiah Jackson F LeBron James G Jaden Hardy PF RJ Barrett PG Shake Milton SF Max Strus SG Mikal Bridges UTIL Paul Reed,,,
6486,3717184300,Tekus,24,228.25,C Goga Bitadze F Brandon Ingram G Cameron Payne PF Pascal Siakam PG Jalen Green SF Trey Murphy III SG Jaden Hardy UTIL Andre Drummond,,,
6486,3717246919,mhaag11223212 (16/18),24,228.25,C Jalen Duren F Josh Okogie G Jaden Springer PF Pascal Siakam PG Kevin Porter Jr. SF Franz Wagner SG Jalen Green UTIL Jaden Hardy,,,
6486,3716888510,winningcircle100,17.02,228.25,C Andre Drummond F Terence Davis G Luka Doncic PF Pascal Siakam PG Trae Young SF Haywood Highsmith SG Jaden Hardy UTIL Shake Milton,,,
6486,3717218729,bull0217 (4/5),17.02,228.25,C Nic Claxton F Tari Eason G Klay Thompson PF Royce O'Neale PG Ja Morant SF Caleb Martin SG Cole Anthony UTIL Sam Hauser,,,
6486,3716835152,Sqweatybalz,0,228.25,C Goga Bitadze F Jabari Smith Jr. G Killian Hayes PF Bol Bol PG Jevon Carter SF Chuma Okeke SG Immanuel Quickley UTIL Luka Doncic,,,
6512,3717139828,jaburn,58.04,228,C Andre Drummond F Quentin Grimes G Immanuel Quickley PF Draymond Green PG Cameron Payne SF Jalen McDaniels SG Shake Milton UTIL Stephen Curry,,,
6512,3717079857,C1oakndagger,48,228,C Alperen Sengun F Torrey Craig G Jaden Hardy PF Jabari Smith Jr. PG Shake Milton SF LeBron James SG Johnny Davis UTIL Daniel Gafford,,,
6512,3717130097,Nitram99 (66/150),48,228,C Isaiah Jackson F Marjon Beauchamp G Cameron Payne PF Jayson Tatum PG Shake Milton SF Tari Eason SG Jaden Hardy UTIL Anthony Davis,,,
6512,3717196886,msingletary,48,228,C Alperen Sengun F Pascal Siakam G Shake Milton PF Bobby Portis PG Cameron Payne SF Josh Okogie SG Gabe Vincent UTIL CJ McCollum,,,
6512,3717240458,dleath (1/2),48,228,C Daniel Gafford F Obi Toppin G Delon Wright PF Jabari Smith Jr. PG Cameron Payne SF Josh Okogie SG Immanuel Quickley UTIL Trey Murphy III,,,
6512,3717276547,rpd0034,48,228,C Anthony Davis F Caleb Martin G Jaden Hardy PF RJ Barrett PG Cameron Payne SF Jayson Tatum SG Victor Oladipo UTIL Jaden Springer,,,
6512,3716801396,papagates (34/150),41.02,228,C Mark Williams F LeBron James G Trae Young PF Duncan Robinson PG Theo Maledon SF Terence Davis SG Jaden Hardy UTIL Paul Reed,,,
6512,3716857646,ThatStunna (14/80),41.02,228,C Alperen Sengun F LeBron James G Spencer Dinwiddie PF Draymond Green PG Theo Maledon SF Marjon Beauchamp SG Jaden Springer UTIL Andre Drummond,,,
6512,3717108340,meyers2305 (10/25),41.02,228,C Anthony Davis F Pascal Siakam G Jaden Hardy PF Duncan Robinson PG Shake Milton SF Brandon Ingram SG Victor Oladipo UTIL Terence Davis,,,
6512,3717154210,NYCbanker (4/12),41.02,228,C Andre Drummond F Jaren Jackson Jr. G Coby White PF Draymond Green PG Shake Milton SF Josh Okogie SG Jaden Hardy UTIL Ja Morant,,,
6512,3717244919,moklovin (114/150),41.02,228,C Alperen Sengun F LeBron James G Jaden Hardy PF Keegan Murray PG Lindell Wigginton SF Brandon Ingram SG Jaden Springer UTIL Meyers Leonard,,,
6512,3717253127,RedMenace57 (1/3),41.02,228,C Isaiah Jackson F Saddiq Bey G Cameron Payne PF Jalen Johnson PG Stephen Curry SF Brandon Ingram SG Johnny Davis UTIL KJ Martin,,,
6512,3716443642,dacoltz (111/150),34.04,228,C Paul Reed F Terence Davis G Ja Morant PF Duncan Robinson PG Theo Maledon SF Franz Wagner SG Shake Milton UTIL Stephen Curry,,,
6512,3716789608,webthekid (60/150),34.04,228,C Isaiah Jackson F Terence Davis G Jaden Hardy PF Jayson Tatum PG Immanuel Quickley SF Marjon Beauchamp SG Jaden Springer UTIL Stephen Curry,,,
6512,3716811610,papagates (117/150),34.04,228,C Cody Zeller F Terence Davis G Jaden Hardy PF Pascal Siakam PG Theo Maledon SF Bennedict Mathurin SG Jaden Springer UTIL Stephen Curry,,,
6512,3716930697,bcalicore (20/20),34.04,228,C Nic Claxton F Terence Davis G Jaden Hardy PF Pascal Siakam PG Gabe Vincent SF Haywood Highsmith SG Andrew Nembhard UTIL Stephen Curry,,,
6512,3717006718,hixx (69/150),34.04,228,C Isaiah Jackson F Draymond Green G Jaden Hardy PF Jabari Smith Jr. PG Theo Maledon SF Bennedict Mathurin SG Jaden Springer UTIL Stephen Curry,,,
6512,3717032148,TSCANS13 (28/50),34.04,228,C Alperen Sengun F Terence Davis G Jaden Hardy PF Draymond Green PG Theo Maledon SF Jayson Tatum SG Jaden Springer UTIL Paul Reed,,,
6512,3716525193,MHDU2424,24,228,C Goga Bitadze F Brandon Ingram G Ja Morant PF Jabari Smith Jr. PG Cameron Payne SF Dalen Terry SG Jaden Hardy UTIL Alperen Sengun,,,
6512,3716570778,bpcologna (145/150),24,228,C Alperen Sengun F LeBron James G Lindell Wigginton PF Duncan Robinson PG Theo Maledon SF Brandon Ingram SG Jaden Hardy UTIL Andre Drummond,,,
6512,3716612684,CarSeatNotIncluded,24,228,C John Collins F Tobias Harris G Theo Maledon PF KJ Martin PG Cole Anthony SF Kevin Durant SG Victor Oladipo UTIL Jalen Green,,,
6512,3717033914,jmc1103,24,228,C Mark Williams F Brandon Ingram G Jaden Hardy PF Jayson Tatum PG Theo Maledon SF Caleb Martin SG Jaden Springer UTIL Cameron Payne,,,
6512,3717049999,Rayball15,24,228,C Goga Bitadze F Brandon Ingram G Shake Milton PF Bol Bol PG Cameron Payne SF Svi Mykhailiuk SG Mikal Bridges UTIL Andre Drummond,,,
