Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
6512,3717189438,redsoxsjerry (2/2),24,228,C Alperen Sengun F Jordan Nwora G Cameron Payne PF Bobby Portis PG Spencer Dinwiddie SF Max Strus SG Gabe Vincent UTIL Jaden Ivey,,,
6512,3717259351,justpickingwinners (1/2),24,228,C Goga Bitadze F Jayson Tatum G CJ McCollum PF Duncan Robinson PG Shake Milton SF Max Strus SG Johnny Davis UTIL Anthony Davis,,,
6512,3717266899,justpickingwinners (2/2),24,228,C Goga Bitadze F Jayson Tatum G CJ McCollum PF Duncan Robinson PG Shake Milton SF Max Strus SG Johnny Davis UTIL Anthony Davis,,,
6512,3716753118,jtchancey (1/5),17.02,228,C Isaiah Jackson F Brandon Ingram G Shake Milton PF Bobby Portis PG Stephen Curry SF Max Strus SG Victor Oladipo UTIL Jaden Hardy,,,
6512,3716796357,maximal38,17.02,228,C Cody Zeller F Quentin Grimes G Theo Maledon PF Obi Toppin PG Immanuel Quickley SF Svi Mykhailiuk SG Gabe Vincent UTIL Alex Len,,,
6512,3717080436,phs17 (2/2),17.02,228,C Alperen Sengun F Anthony Lamb G Kevin Porter Jr. PF Georges Niang PG Immanuel Quickley SF Quentin Grimes SG Svi Mykhailiuk UTIL Andre Drummond,,,
6512,3716693838,flreyes3,0,228,C Paul Reed F Obi Toppin G Jaden Hardy PF Pascal Siakam PG Jaden Ivey SF Brandon Ingram SG Victor Oladipo UTIL Andre Drummond,,,
6512,3717162289,kenmynatt (2/5),0,228,C Mark Williams F Brandon Ingram G Spencer Dinwiddie PF Bol Bol PG Immanuel Quickley SF Franz Wagner SG Max Strus UTIL Jaden Springer,,,
6543,3716993690,JGhost9,89.020004,227.75,C Goga Bitadze F LeBron James G Cameron Payne PF Georges Niang PG Stephen Curry SF Brandon Ingram SG Shake Milton UTIL Ish Wainright,,,
6543,3716824632,giantsquid (123/150),65.020004,227.75,C Alperen Sengun F Keegan Murray G Jaden Hardy PF Jayson Tatum PG Victor Oladipo SF LeBron James SG Shake Milton UTIL Jock Landale,,,
6543,3717048055,l800Eddie (110/150),65.020004,227.75,C Mark Williams F Pascal Siakam G Cameron Payne PF Duncan Robinson PG Theo Maledon SF Jalen McDaniels SG Terence Davis UTIL LeBron James,,,
6543,3716745541,djohnson101,58.04,227.75,C Isaiah Jackson F Terence Davis G Jaden Hardy PF Draymond Green PG Kevin Porter Jr. SF Brandon Ingram SG Jaden Ivey UTIL Cameron Payne,,,
6543,3716799499,cdog60,58.04,227.75,C Alex Len F LeBron James G Max Strus PF Jaren Jackson Jr. PG Victor Oladipo SF Justin Holiday SG Jaden Hardy UTIL Stephen Curry,,,
6543,3716884630,bigrob3030,58.04,227.75,C Isaiah Jackson F Terence Davis G Stephen Curry PF Caleb Martin PG Jaden Ivey SF Jalen McDaniels SG Jaden Hardy UTIL LeBron James,,,
6543,3717090435,jbasi73 (15/150),58.04,227.75,C Paul Reed F LeBron James G Terence Davis PF Pascal Siakam PG Shake Milton SF RJ Barrett SG Victor Oladipo UTIL Jordan Poole,,,
6543,3717178800,hawk2116 (5/5),58.04,227.75,C Kevon Looney F Royce O'Neale G Cameron Payne PF Jordan Nwora PG Stephen Curry SF Bryce McGowens SG Jaden Hardy UTIL Kevin Porter Jr.,,,
6543,3717202391,showmethemoney13 (6/10),58.04,227.75,C Andre Drummond F Brandon Ingram G Stephen Curry PF Georges Niang PG Cameron Payne SF Terence Davis SG Jaden Hardy UTIL Trae Young,,,
6543,3716740012,johnsteed904 (1/4),48,227.75,C Cody Zeller F LeBron James G Trae Young PF Reggie Bullock PG Theo Maledon SF Terrence Ross SG Jaden Hardy UTIL Isaiah Jackson,,,
6543,3716951478,cusematt23 (47/60),48,227.75,C Anthony Davis F Brandon Ingram G Jaden Hardy PF Duncan Robinson PG Trae Young SF Max Strus SG Jaden Springer UTIL Cameron Payne,,,
6543,3716789574,webthekid (26/150),34.04,227.75,C Paul Reed F Terence Davis G Immanuel Quickley PF Jayson Tatum PG Gabe Vincent SF Marjon Beauchamp SG Jaden Springer UTIL Stephen Curry,,,
6543,3716670769,JBCJBCJBC (19/150),24,227.75,C Jalen Duren F LeBron James G Spencer Dinwiddie PF Bol Bol PG Theo Maledon SF Theo Pinson SG Jaden Springer UTIL Mikal Bridges,,,
6543,3717085455,ramseydellinger (12/35),24,227.75,C Alperen Sengun F Brandon Ingram G Cameron Payne PF Pascal Siakam PG Shake Milton SF Jordan Nwora SG Jaden Hardy UTIL Andre Drummond,,,
6543,3717129311,MickyD10970 (6/20),24,227.75,C Mark Williams F Jayson Tatum G Cameron Payne PF Patrick Williams PG Shake Milton SF Max Strus SG Jalen Suggs UTIL Luka Doncic,,,
6543,3717157961,G00N77 (1/2),24,227.75,C Orlando Robinson F Obi Toppin G R.J. Hampton PF Haywood Highsmith PG CJ McCollum SF Brandon Ingram SG Shake Milton UTIL Anthony Davis,,,
6543,3717189745,loegs14 (5/27),24,227.75,C Paul Reed F Jalen McDaniels G Spencer Dinwiddie PF Pascal Siakam PG Jalen Suggs SF Jayson Tatum SG Jaden Hardy UTIL Cameron Payne,,,
6543,3717202327,jquinn2323 (3/3),24,227.75,C Alperen Sengun F Bol Bol G Delon Wright PF Bobby Portis PG Cameron Payne SF Svi Mykhailiuk SG Derrick White UTIL Daniel Gafford,,,
6543,3717224919,jdemuth5 (1/3),24,227.75,C Andre Drummond F Jordan Nwora G Immanuel Quickley PF Pascal Siakam PG Shake Milton SF LeBron James SG Victor Oladipo UTIL Isaiah Jackson,,,
6543,3717228519,LUCKYBUC (2/2),24,227.75,C Goga Bitadze F Haywood Highsmith G Cameron Payne PF Bobby Portis PG Trae Young SF Brandon Ingram SG Immanuel Quickley UTIL Andre Drummond,,,
6543,3716896133,MPascavis (128/150),17.02,227.75,C Isaiah Jackson F Trey Murphy III G Jaden Hardy PF Obi Toppin PG Kevin Porter Jr. SF Bennedict Mathurin SG Immanuel Quickley UTIL Terence Davis,,,
6543,3717018806,rugs (3/4),17.02,227.75,C Alperen Sengun F Terence Davis G Shake Milton PF Bol Bol PG Luka Doncic SF Svi Mykhailiuk SG Jaden Hardy UTIL Marvin Bagley III,,,
6543,3716782311,Rahimm786 (1/2),0,227.75,C Alperen Sengun F Quentin Grimes G Jaden Hardy PF Duncan Robinson PG Theo Maledon SF Svi Mykhailiuk SG Immanuel Quickley UTIL Andre Drummond,,,
6543,3717234925,bamor (9/11),0,227.75,C Isaiah Jackson F Bobby Portis G Kevin Porter Jr. PF Jabari Smith Jr. PG Killian Hayes SF Jordan Nwora SG Bennedict Mathurin UTIL Corey Kispert,,,
6567,3716896060,MPascavis (55/150),89.020004,227.5,C Anthony Davis F LeBron James G Lindell Wigginton PF Jericho Sims PG Theo Maledon SF Terence Davis SG Jalen Green UTIL Cameron Payne,,,
6567,3716750586,kettab24 (1/10),72,227.5,C Anthony Davis F Josh Okogie G Shake Milton PF Jayson Tatum PG Gabe Vincent SF Quentin Grimes SG Victor Oladipo UTIL Cameron Payne,,,
6567,3717130101,Nitram99 (70/150),72,227.5,C Anthony Davis F LeBron James G Jaden Hardy PF Tari Eason PG Theo Maledon SF Marjon Beauchamp SG Shake Milton UTIL Cameron Payne,,,
6567,3717078905,magneto999 (21/150),65.020004,227.5,C Goga Bitadze F Brandon Ingram G Shake Milton PF Draymond Green PG Cameron Payne SF LeBron James SG Victor Oladipo UTIL Jaden Hardy,,,
6567,3717220043,jweemy (1/3),65.020004,227.5,C Anthony Davis F Franz Wagner G Mikal Bridges PF Draymond Green PG Shake Milton SF Jalen McDaniels SG Jaden Hardy UTIL Cameron Payne,,,
6567,3717242526,T_revor (38/50),65.020004,227.5,C Cody Zeller F LeBron James G Jaden Hardy PF Draymond Green PG Theo Maledon SF RJ Barrett SG Shake Milton UTIL Cameron Payne,,,
6567,3716447791,westonselman (74/150),48,227.5,C Alperen Sengun F Brandon Ingram G Cameron Payne PF Bol Bol PG Shake Milton SF Max Strus SG Jaden Hardy UTIL Anthony Davis,,,
6567,3716923987,billsfan777 (110/150),48,227.5,C Isaiah Jackson F LeBron James G Theo Maledon PF Caleb Martin PG Gabe Vincent SF Brandon Ingram SG Shake Milton UTIL Cameron Payne,,,
6567,3717079012,magneto999 (128/150),48,227.5,C Anthony Davis F RJ Barrett G Cameron Payne PF Caleb Martin PG Ja Morant SF Patrick Williams SG Jaden Springer UTIL Jaden Hardy,,,
6567,3716923937,billsfan777 (60/150),41.02,227.5,C Isaiah Jackson F Terence Davis G Furkan Korkmaz PF Pascal Siakam PG Shake Milton SF Franz Wagner SG Jaden Ivey UTIL Anthony Davis,,,
6567,3717006689,hixx (40/150),41.02,227.5,C Anthony Davis F Brandon Ingram G Jaden Hardy PF Jabari Smith Jr. PG Theo Maledon SF Marjon Beauchamp SG Jaden Springer UTIL Terence Davis,,,
6567,3717109736,chrisdouglass (3/3),41.02,227.5,C Paul Reed F Svi Mykhailiuk G Coby White PF Obi Toppin PG Shake Milton SF Josh Okogie SG Jaden Hardy UTIL Terence Davis,,,
6567,3717156136,Heibs22 (106/150),41.02,227.5,C Isaiah Jackson F Brandon Ingram G Cameron Payne PF Obi Toppin PG Jalen Green SF Jayson Tatum SG Terence Davis UTIL Goga Bitadze,,,
6567,3717247200,gerljackson (2/2),41.02,227.5,C Omer Yurtseven F Torrey Craig G Immanuel Quickley PF Bol Bol PG Coby White SF Brandon Ingram SG Jalen Suggs UTIL Stephen Curry,,,
6567,3716408684,garnes222 (96/150),24,227.5,C Mark Williams F Jayson Tatum G Ja Morant PF Duncan Robinson PG Andrew Nembhard SF Jalen McDaniels SG Jaden Hardy UTIL Cameron Payne,,,
6567,3716785545,LorenzoStax (6/50),24,227.5,C Meyers Leonard F LeBron James G Lindell Wigginton PF Pascal Siakam PG Theo Maledon SF Brandon Ingram SG Jaden Springer UTIL Andre Drummond,,,
6567,3716970389,bgreseth (2/150),24,227.5,C Mark Williams F LeBron James G Lindell Wigginton PF Caleb Martin PG Theo Maledon SF Brandon Ingram SG Jaden Hardy UTIL Meyers Leonard,,,
6567,3717102780,BDholla89 (49/150),24,227.5,C Meyers Leonard F Jae Crowder G Theo Pinson PF Caleb Martin PG Ja Morant SF Jalen McDaniels SG Immanuel Quickley UTIL Anthony Davis,,,
6567,3717155011,yaknasty,24,227.5,C Jalen Duren F Quentin Grimes G Svi Mykhailiuk PF Obi Toppin PG Cameron Payne SF KJ Martin SG Johnny Davis UTIL Nic Claxton,,,
6567,3717252330,Cnewburn4655,24,227.5,C Isaiah Jackson F Dalen Terry G Cameron Payne PF Jayson Tatum PG Luka Doncic SF Caleb Martin SG Victor Oladipo UTIL Alperen Sengun,,,
6567,3717258963,gmike321 (1/8),24,227.5,C Alperen Sengun F Bobby Portis G Cameron Payne PF Aaron Nesmith PG Kevin Porter Jr. SF Buddy Hield SG Jalen Green UTIL Cody Zeller,,,
6567,3716954003,Moneyshark83,17.02,227.5,C Alperen Sengun F Terence Davis G Johnny Davis PF Jabari Smith Jr. PG Shake Milton SF Brandon Ingram SG Mikal Bridges UTIL Andre Drummond,,,
6567,3716503575,greenwindowcleaningv (1/3),0,227.5,C Andre Drummond F Jabari Smith Jr. G Theo Maledon PF Bobby Portis PG Kevin Porter Jr. SF Bennedict Mathurin SG Jaden Ivey UTIL Goga Bitadze,,,
6567,3716779736,suchgreatsights (4/8),0,227.5,C Andre Drummond F Svi Mykhailiuk G Quentin Grimes PF Obi Toppin PG Jaden Ivey SF Brandon Ingram SG Shake Milton UTIL Jalen Suggs,,,
6567,3716863891,zachngina (5/17),0,227.5,C Alperen Sengun F Bobby Portis G Johnny Davis PF Obi Toppin PG Coby White SF Quentin Grimes SG Jaden Hardy UTIL Patrick Williams,,,
6567,3716956840,fmeng23 (11/32),0,227.5,C Andre Drummond F Georges Niang G Shake Milton PF Bobby Portis PG Luka Doncic SF Brandon Ingram SG Coby White UTIL Goga Bitadze,,,
6567,3717113588,Golferguy31 (1/3),0,227.5,C Nic Claxton F Quentin Grimes G Delon Wright PF Kai Jones PG Jevon Carter SF Patrick Williams SG Gabe Vincent UTIL Fred VanVleet,,,
6567,3717230250,YourMoolahIsMine (2/2),0,227.5,C Cody Zeller F Scottie Barnes G Johnny Davis PF Haywood Highsmith PG Spencer Dinwiddie SF Max Strus SG Mikal Bridges UTIL Nic Claxton,,,
6567,3717239061,jamesdowning100 (22/26),0,227.5,C Pascal Siakam F Jae Crowder G Coby White PF Herbert Jones PG Jevon Carter SF Jayson Tatum SG Jaden Hardy UTIL JaVale McGee,,,
6567,3717257949,dlntrcy (2/3),0,227.5,C Isaiah Jackson F Gary Trent Jr. G Coby White PF Pascal Siakam PG Luka Doncic SF Marjon Beauchamp SG Jaden Hardy UTIL Franz Wagner,,,
6567,3717267882,DeeNice9577,0,227.5,C Alperen Sengun F Max Strus G Johnny Davis PF JT Thor PG Immanuel Quickley SF Svi Mykhailiuk SG Quentin Grimes UTIL Duncan Robinson,,,
6598,3716447801,westonselman (84/150),72,227.25,C Anthony Davis F LeBron James G Jaden Hardy PF Haywood Highsmith PG Kevin Porter Jr. SF Buddy Hield SG Victor Oladipo UTIL Cameron Payne,,,
6598,3717139612,theduuug,72,227.25,C Bismack Biyombo F Terrence Ross G Cameron Payne PF Jabari Smith Jr. PG Shake Milton SF Svi Mykhailiuk SG Jalen Green UTIL Luka Doncic,,,
6598,3716896150,MPascavis (145/150),65.020004,227.25,C Isaiah Jackson F Keegan Murray G Cameron Payne PF Pascal Siakam PG Theo Maledon SF LeBron James SG Shake Milton UTIL Paul Reed,,,
6598,3717102741,BDholla89 (10/150),65.020004,227.25,C Jalen Duren F LeBron James G Jaden Springer PF Pascal Siakam PG Cameron Payne SF Terence Davis SG Jaden Ivey UTIL Goga Bitadze,,,
6598,3717207329,SkullandCrossbones,65.020004,227.25,C Goga Bitadze F Josh Okogie G Mikal Bridges PF Draymond Green PG Cameron Payne SF Brandon Ingram SG Jaden Hardy UTIL Theo Maledon,,,
6598,3717212362,htothep247 (2/3),65.020004,227.25,C Obi Toppin F Svi Mykhailiuk G Cameron Payne PF Jae Crowder PG Stephen Curry SF Josh Okogie SG Jaden Hardy UTIL Shake Milton,,,
6598,3717156144,Heibs22 (114/150),58.04,227.25,C Isaiah Jackson F Terence Davis G Stephen Curry PF Obi Toppin PG Kevin Porter Jr. SF Brandon Ingram SG Victor Oladipo UTIL Ish Wainright,,,
6598,3717259404,krissb650,58.04,227.25,C Jalen Duren F LeBron James G Johnny Davis PF Jalen McDaniels PG Shake Milton SF Terence Davis SG Jaden Hardy UTIL Stephen Curry,,,
6598,3716785581,LorenzoStax (42/50),48,227.25,C Anthony Davis F LeBron James G Lindell Wigginton PF Caleb Martin PG Theo Maledon SF Max Strus SG Shake Milton UTIL Jaden Hardy,,,
6598,3716789598,webthekid (50/150),48,227.25,C Jock Landale F Jayson Tatum G Jaden Hardy PF Jalen McDaniels PG Andrew Nembhard SF Bennedict Mathurin SG Jaden Springer UTIL Anthony Davis,,,
6598,3716943866,chris41658 (5/25),48,227.25,C Paul Reed F LeBron James G Ja Morant PF Marvin Bagley III PG Shake Milton SF Trey Murphy III SG Jaden Springer UTIL Cameron Payne,,,
6598,3717081887,SteveyBallGame (4/44),48,227.25,C Isaiah Jackson F LeBron James G Immanuel Quickley PF Jaren Jackson Jr. PG Shake Milton SF Caleb Martin SG Jaden Hardy UTIL Cameron Payne,,,
6598,3717175268,AP7x (12/19),48,227.25,C Isaiah Jackson F Luke Kennard G Cameron Payne PF Obi Toppin PG Jaden Ivey SF Brandon Ingram SG Jaden Hardy UTIL Austin Reaves,,,
6598,3717268192,cirejd,48,227.25,C Meyers Leonard F Brandon Ingram G Luka Doncic PF Bol Bol PG Cameron Payne SF Josh Okogie SG Shake Milton UTIL Alperen Sengun,,,
6598,3716570667,bpcologna (34/150),41.02,227.25,C Alperen Sengun F LeBron James G Trae Young PF Duncan Robinson PG Spencer Dinwiddie SF Terence Davis SG Jaden Hardy UTIL Meyers Leonard,,,
6598,3716871244,craftylefty (61/150),41.02,227.25,C Alperen Sengun F Draymond Green G Jaden Hardy PF Jayson Tatum PG Andrew Nembhard SF Max Strus SG Shake Milton UTIL Cameron Payne,,,
6598,3717006773,hixx (124/150),41.02,227.25,C Paul Reed F Terence Davis G Jaden Hardy PF RJ Barrett PG Spencer Dinwiddie SF Franz Wagner SG Shake Milton UTIL Anthony Davis,,,
6598,3717131740,mich1727,41.02,227.25,C Alperen Sengun F Corey Kispert G Johnny Davis PF JT Thor PG R.J. Hampton SF Donte DiVincenzo SG Austin Reaves UTIL Kevin Porter Jr.,,,
6598,3717156143,Heibs22 (113/150),41.02,227.25,C Isaiah Jackson F LeBron James G Terence Davis PF Obi Toppin PG Kevin Porter Jr. SF Jayson Tatum SG Victor Oladipo UTIL Goga Bitadze,,,
6598,3717202389,showmethemoney13 (4/10),41.02,227.25,C Andre Drummond F Brandon Ingram G Stephen Curry PF Jalen McDaniels PG Cameron Payne SF Caleb Martin SG Jaden Hardy UTIL Alperen Sengun,,,
6598,3717242494,T_revor (6/50),41.02,227.25,C Mark Williams F Draymond Green G Spencer Dinwiddie PF Pascal Siakam PG Shake Milton SF Jordan Nwora SG Jaden Hardy UTIL Cameron Payne,,,
6598,3716447836,westonselman (119/150),24,227.25,C Paul Reed F Brandon Ingram G Jaden Hardy PF Bobby Portis PG Trae Young SF Max Strus SG Shake Milton UTIL Cameron Payne,,,
6598,3716485085,Buntfoul,24,227.25,C Cody Zeller F Luke Kennard G Coby White PF Duncan Robinson PG Luka Doncic SF Bennedict Mathurin SG Mikal Bridges UTIL Cameron Payne,,,
6598,3716814839,iparks15 (1/3),24,227.25,C Obi Toppin F Jalen McDaniels G Corey Kispert PF Chuma Okeke PG Immanuel Quickley SF Brandon Ingram SG Quentin Grimes UTIL Terrence Ross,,,
6598,3716871314,craftylefty (131/150),24,227.25,C Meyers Leonard F Georges Niang G Ja Morant PF Pascal Siakam PG Theo Maledon SF Jordan Nwora SG Jaden Hardy UTIL Cameron Payne,,,
6598,3717044250,jjjcarlin,24,227.25,C Robert Williams F Jae Crowder G CJ McCollum PF JT Thor PG Cameron Payne SF Brandon Ingram SG Immanuel Quickley UTIL Jalen Suggs,,,
6598,3717048068,l800Eddie (123/150),24,227.25,C Paul Reed F Marjon Beauchamp G Jaden Hardy PF Jordan Nwora PG Cole Anthony SF Brandon Ingram SG Shake Milton UTIL LeBron James,,,
6598,3717076894,Coleman214,24,227.25,C Jalen Duren F Rui Hachimura G Jevon Carter PF KJ Martin PG Theo Maledon SF Jordan Nwora SG Bennedict Mathurin UTIL Nic Claxton,,,
6598,3717229480,Rayd1013 (2/2),24,227.25,C Goga Bitadze F KJ Martin G Cameron Payne PF Bobby Portis PG Ja Morant SF Brandon Ingram SG Shake Milton UTIL Isaiah Jackson,,,
6598,3716483139,Nickelback4Lyfe (48/150),17.02,227.25,C Jalen Duren F Terence Davis G Cole Anthony PF Pascal Siakam PG Andrew Nembhard SF Franz Wagner SG Jaden Springer UTIL CJ McCollum,,,
6598,3716717265,russgrae,17.02,227.25,C Bobby Portis F Franz Wagner G Victor Oladipo PF Patrick Williams PG Stephen Curry SF Svi Mykhailiuk SG Johnny Davis UTIL Jaden Hardy,,,
6598,3716951473,cusematt23 (42/60),17.02,227.25,C Isaiah Jackson F Terence Davis G Jaden Springer PF Bobby Portis PG Theo Maledon SF Brandon Ingram SG Jaden Ivey UTIL Jaden Hardy,,,
6598,3717022575,keg4540 (148/150),0,227.25,C Isaiah Jackson F Franz Wagner G Jaden Ivey PF Caleb Martin PG Andrew Nembhard SF Max Strus SG Johnny Davis UTIL Brandon Ingram,,,
6598,3717052529,Danvillage,0,227.25,C Obi Toppin F Corey Kispert G Jaden Hardy PF Georges Niang PG Kevin Porter Jr. SF Quentin Grimes SG Jalen Green UTIL Johnny Davis,,,
6598,3717189449,CDB0688,0,227.25,C Andre Drummond F Jayson Tatum G Jaden Hardy PF Bobby Portis PG Shake Milton SF Jalen McDaniels SG Derrick White UTIL Alperen Sengun,,,
6598,3717252642,average_joes07,0,227.25,C Jalen Duren F Herbert Jones G R.J. Hampton PF Bol Bol PG Delon Wright SF Svi Mykhailiuk SG Johnny Davis UTIL Brandon Ingram,,,
6634,3716559064,Baby-Boy (3/4),82.04001,227,C Bismack Biyombo F Draymond Green G Luka Doncic PF Pascal Siakam PG Lindell Wigginton SF Terence Davis SG Coby White UTIL Cameron Payne,,,
6634,3717190461,Chasdaddy (1/3),72,227,C Isaiah Jackson F LeBron James G Cameron Payne PF Torrey Craig PG Theo Maledon SF Brandon Ingram SG Andrew Nembhard UTIL Jaden Springer,,,
6634,3717190606,Chasdaddy (2/3),72,227,C Isaiah Jackson F LeBron James G Cameron Payne PF Torrey Craig PG Theo Maledon SF Brandon Ingram SG Andrew Nembhard UTIL Jaden Springer,,,
6634,3717199012,Chasdaddy (3/3),72,227,C Isaiah Jackson F LeBron James G Cameron Payne PF Torrey Craig PG Theo Maledon SF Brandon Ingram SG Andrew Nembhard UTIL Jaden Springer,,,
6634,3716837616,woodson20,65.020004,227,C Isaiah Jackson F LeBron James G Jaden Hardy PF RJ Barrett PG Cameron Payne SF Max Strus SG Shake Milton UTIL Stephen Curry,,,
6634,3717022444,keg4540 (17/150),65.020004,227,C Isaiah Jackson F LeBron James G Jaden Hardy PF Draymond Green PG Coby White SF Brandon Ingram SG Shake Milton UTIL Cameron Payne,,,
6634,3717036923,millskc (72/75),65.020004,227,C Isaiah Jackson F LeBron James G Stephen Curry PF RJ Barrett PG Shake Milton SF Max Strus SG Jaden Hardy UTIL Cameron Payne,,,
6634,3716789690,webthekid (142/150),58.04,227,C Isaiah Jackson F Terence Davis G Jaden Hardy PF RJ Barrett PG Stephen Curry SF Caleb Martin SG Shake Milton UTIL Anthony Davis,,,
6634,3716801406,papagates (44/150),58.04,227,C Paul Reed F Terence Davis G Stephen Curry PF Haywood Highsmith PG Theo Maledon SF Brandon Ingram SG Jaden Hardy UTIL Cameron Payne,,,
6634,3716666957,ChipotleAddict (10/150),51.06,227,C Alperen Sengun F Terence Davis G Stephen Curry PF Draymond Green PG Shake Milton SF Jordan Nwora SG Jaden Hardy UTIL Paul Reed,,,
6634,3717062713,justajoe2u (35/50),48,227,C Mark Williams F LeBron James G CJ McCollum PF Pascal Siakam PG Shake Milton SF Justin Holiday SG Jaden Hardy UTIL Cameron Payne,,,
6634,3717078964,magneto999 (80/150),41.02,227,C Anthony Davis F Pascal Siakam G Jaden Hardy PF Draymond Green PG Theo Maledon SF Caleb Martin SG Victor Oladipo UTIL Jaden Springer,,,
6634,3717102876,BDholla89 (145/150),41.02,227,C Anthony Davis F Franz Wagner G Trae Young PF Caleb Martin PG Kevin Porter Jr. SF Max Strus SG Jaden Springer UTIL Terence Davis,,,
6634,3717108635,bill21911,41.02,227,C Bobby Portis F Jae Crowder G Ja Morant PF Jalen McDaniels PG Cameron Payne SF Caleb Martin SG Shake Milton UTIL Stephen Curry,,,
6634,3717154513,panoramic (1/5),41.02,227,C Goga Bitadze F LeBron James G Jaden Hardy PF Caleb Martin PG Victor Oladipo SF Brandon Ingram SG Jaden Springer UTIL Stephen Curry,,,
6634,3716532337,petros24,24,227,C Paul Reed F Brandon Ingram G CJ McCollum PF Rui Hachimura PG Andrew Nembhard SF Saddiq Bey SG Johnny Davis UTIL Patrick Williams,,,
6634,3716824553,giantsquid (44/150),24,227,C Alperen Sengun F Bobby Portis G Jaden Hardy PF Duncan Robinson PG Shake Milton SF Jayson Tatum SG Jaden Ivey UTIL Cameron Payne,,,
